customer_id,amount,payment_method,failure_reason,previous_payments,previous_successes,previous_failures,previous_recovery,customer_tenure_months,average_payment_amount,retry_count,intervention,recovery_outcome
C11300,2343.91,UPI,Technical Error,7,5,2,Yes,3,2639.69,2,No Action,Recovered
C11301,8845.67,Card,Technical Error,4,0,4,No,30,12042.13,2,No Action,Recovered
C11302,3477.54,UPI,Insufficient Funds,5,3,2,Yes,1,4249.26,3,No Action,Not Recovered
C11303,2185.18,UPI,Technical Error,20,10,10,No,18,2131.26,1,No Action,Not Recovered
C11304,6144.16,Card,Insufficient Funds,16,6,10,No,33,3961.12,2,No Action,Not Recovered
C11305,1949.4,UPI,Bank Declined,3,3,0,Yes,15,1239.85,3,No Action,Recovered
C11306,4091.2,UPI,Technical Error,17,17,0,Yes,24,2971.5,2,No Action,Recovered
C11307,3970.93,UPI,Authentication Failure,13,12,1,Yes,36,5482.46,3,No Action,Recovered
C11308,9535.4,UPI,Insufficient Funds,6,2,4,No,34,8762.35,2,No Action,Not Recovered
C11309,5847.73,Card,Insufficient Funds,5,0,5,No,26,7454.25,0,Payment Link,Not Recovered
C11310,3920.71,Card,Temporary Failure,16,5,11,Yes,22,4564.15,3,No Action,Recovered
C11311,7694.51,UPI,Temporary Failure,11,4,7,No,16,8343.49,0,No Action,Recovered
C11312,12163.75,UPI,Bank Declined,17,1,16,No,16,16521.55,3,No Action,Not Recovered
C11313,6249.76,Card,Authentication Failure,5,4,1,Yes,5,4901.87,2,No Action,Not Recovered
C11314,4033.27,UPI,Insufficient Funds,6,4,2,Yes,6,3887.72,2,No Action,Recovered
C11315,1400.49,UPI,Temporary Failure,10,2,8,No,24,1809.12,1,No Action,Not Recovered
C11316,1706.09,UPI,Temporary Failure,1,0,1,No,30,1776.74,2,No Action,Not Recovered
C11317,3133.39,NetBanking,Insufficient Funds,10,2,8,Yes,32,2497.8,0,Payment Link,Not Recovered
C11318,2456.37,NetBanking,Temporary Failure,17,0,17,No,19,1884.36,1,No Action,Not Recovered
C11319,3444.29,NetBanking,Temporary Failure,3,2,1,Yes,28,4141.09,0,Reminder,Recovered
C11320,4185.45,Card,Technical Error,2,0,2,No,8,2554.09,0,No Action,Not Recovered
C11321,6110.74,Card,Temporary Failure,17,7,10,Yes,1,8135.56,0,No Action,Recovered
C11322,3780.65,Card,Bank Declined,4,1,3,Yes,4,2324.1,0,No Action,Not Recovered
C11323,5903.21,Card,Technical Error,2,1,1,No,22,6521.81,0,No Action,Recovered
C11324,4211.73,UPI,Temporary Failure,5,4,1,No,22,4564.67,3,No Action,Not Recovered
C11325,823.59,Card,Bank Declined,10,3,7,No,30,875.25,3,No Action,Not Recovered
C11326,1886.69,NetBanking,Bank Declined,1,0,1,Yes,27,1847.96,1,No Action,Not Recovered
C11327,3564.5,Card,Bank Declined,1,1,0,Yes,27,4569.49,0,Reminder,Recovered
C11328,1519.74,UPI,Insufficient Funds,4,2,2,No,13,1713.46,3,No Action,Recovered
C11329,6463.93,UPI,Insufficient Funds,7,0,7,No,27,7921.48,2,No Action,Not Recovered
C11330,13611.23,Card,Technical Error,14,14,0,No,8,9424.65,1,Retry,Recovered
C11331,10604.77,Card,Technical Error,14,2,12,No,12,6786.19,3,No Action,Not Recovered
C11332,3372.11,NetBanking,Insufficient Funds,18,3,15,No,24,2100.23,2,No Action,Not Recovered
C11333,13182.3,UPI,Temporary Failure,2,2,0,No,18,9461.79,1,Retry,Recovered
C11334,4505.18,NetBanking,Temporary Failure,1,1,0,No,15,5107.1,2,No Action,Not Recovered
C11335,3054.53,Card,Temporary Failure,16,13,3,Yes,16,3039.92,0,Retry,Recovered
C11336,2448.74,NetBanking,Bank Declined,18,14,4,No,33,2942.9,2,No Action,Not Recovered
C11337,3140.3,Card,Temporary Failure,16,7,9,No,10,2365.85,0,No Action,Not Recovered
C11338,2932.2,Card,Insufficient Funds,6,3,3,No,24,2620.13,1,Payment Link,Not Recovered
C11339,4584.25,Card,Technical Error,10,9,1,No,19,6009.03,0,Retry,Recovered
C11340,4548.3,Card,Temporary Failure,2,0,2,No,27,6133.71,2,No Action,Not Recovered
C11341,4009.76,Wallet,Technical Error,7,0,7,Yes,31,5362.59,0,No Action,Not Recovered
C11342,5673.72,UPI,Technical Error,17,7,10,No,21,7118.5,0,No Action,Not Recovered
C11343,10368.9,UPI,Temporary Failure,3,3,0,Yes,16,11930.34,1,Retry,Recovered
C11344,8550.05,Wallet,Technical Error,20,16,4,Yes,23,11379.62,0,Retry,Recovered
C11345,1219.42,Card,Technical Error,12,8,4,Yes,14,1428.36,3,No Action,Not Recovered
C11346,518.49,Card,Insufficient Funds,2,0,2,No,23,706.78,1,Payment Link,Not Recovered
C11347,8446.48,Card,Temporary Failure,7,5,2,No,18,5235.39,2,No Action,Recovered
C11348,1340.16,UPI,Bank Declined,17,13,4,Yes,36,1792.21,1,Reminder,Recovered
C11349,3341.71,NetBanking,Authentication Failure,19,4,15,No,12,3490.72,2,No Action,Not Recovered
C11350,1568.63,Card,Bank Declined,12,8,4,Yes,11,1081.47,2,No Action,Recovered
C11351,946.21,UPI,Temporary Failure,9,8,1,Yes,5,730.41,0,Retry,Recovered
C11352,6168.55,UPI,Bank Declined,14,9,5,Yes,21,7906.4,1,Reminder,Recovered
C11353,7342.05,NetBanking,Insufficient Funds,2,1,1,Yes,32,7377.98,2,No Action,Recovered
C11354,2522.09,UPI,Bank Declined,4,2,2,No,29,3496.26,3,No Action,Not Recovered
C11355,503.31,NetBanking,Technical Error,19,6,13,No,7,349.31,0,No Action,Not Recovered
C11356,2583.9,UPI,Bank Declined,16,11,5,Yes,36,2403.03,0,Reminder,Not Recovered
C11357,5472.51,Card,Technical Error,17,1,16,Yes,27,4736.45,2,No Action,Not Recovered
C11358,1225.27,Wallet,Technical Error,2,1,1,Yes,6,1241.09,3,No Action,Not Recovered
C11359,4631.97,Card,Bank Declined,17,17,0,Yes,4,5126.43,0,Reminder,Recovered
C11360,3951.31,UPI,Temporary Failure,19,15,4,Yes,35,4462.23,1,Retry,Recovered
C11361,6358.09,Card,Technical Error,8,1,7,Yes,10,3821.45,2,No Action,Not Recovered
C11362,4401.56,UPI,Authentication Failure,20,13,7,Yes,30,2954.19,3,No Action,Recovered
C11363,1836.46,UPI,Temporary Failure,6,3,3,No,9,1153.39,2,No Action,Recovered
C11364,10418.17,Wallet,Insufficient Funds,12,6,6,No,16,13456.93,0,Payment Link,Recovered
C11365,3523.56,NetBanking,Temporary Failure,18,1,17,Yes,4,2997.26,3,No Action,Not Recovered
C11366,3913.57,Card,Technical Error,2,0,2,Yes,26,3497.36,2,No Action,Not Recovered
C11367,1895.87,UPI,Technical Error,19,13,6,Yes,29,1820.6,2,No Action,Not Recovered
C11368,2805.74,UPI,Temporary Failure,10,6,4,No,28,3589.79,2,No Action,Not Recovered
C11369,1970.82,UPI,Authentication Failure,3,0,3,Yes,11,1204.83,1,No Action,Not Recovered
C11370,3483.15,Card,Temporary Failure,12,7,5,No,28,2420.42,1,No Action,Not Recovered
C11371,15731.44,NetBanking,Technical Error,16,8,8,Yes,32,18061.75,1,No Action,Recovered
C11372,1334.79,Card,Insufficient Funds,12,6,6,Yes,24,1830.15,1,Payment Link,Not Recovered
C11373,1100.15,NetBanking,Insufficient Funds,8,2,6,No,7,1225.82,0,Payment Link,Recovered
C11374,12977.68,UPI,Temporary Failure,5,0,5,Yes,18,10497.63,2,No Action,Not Recovered
C11375,3383.25,UPI,Temporary Failure,11,9,2,Yes,3,3437.02,1,Retry,Recovered
C11376,2342.07,UPI,Bank Declined,10,6,4,No,20,3232.02,0,Reminder,Recovered
C11377,9190.94,UPI,Bank Declined,3,0,3,No,34,9397.38,1,No Action,Not Recovered
C11378,2464.04,UPI,Temporary Failure,9,5,4,No,30,2214.69,0,No Action,Not Recovered
C11379,17237.76,Wallet,Temporary Failure,12,1,11,Yes,9,15630.17,3,No Action,Recovered
C11380,6880.11,UPI,Temporary Failure,6,0,6,No,10,9450.7,1,No Action,Not Recovered
C11381,2707.34,Wallet,Technical Error,19,15,4,No,6,3181.49,1,Retry,Not Recovered
C11382,22469.1,UPI,Technical Error,16,9,7,No,17,25833.58,2,No Action,Not Recovered
C11383,2463.84,Wallet,Temporary Failure,14,3,11,No,15,1935.7,1,No Action,Not Recovered
C11384,7242.53,Card,Bank Declined,4,3,1,Yes,33,7587.19,1,Reminder,Recovered
C11385,5082.12,Wallet,Temporary Failure,18,10,8,Yes,13,4499.69,0,No Action,Recovered
C11386,11332.64,UPI,Authentication Failure,10,4,6,Yes,22,8977.28,2,No Action,Recovered
C11387,13950.33,Card,Authentication Failure,18,7,11,Yes,16,18364.8,2,No Action,Not Recovered
C11388,4103.74,Wallet,Bank Declined,12,8,4,Yes,34,3720.14,3,No Action,Recovered
C11389,2189.25,UPI,Authentication Failure,19,15,4,Yes,3,1808.82,0,Reminder,Not Recovered
C11390,5779.24,UPI,Technical Error,8,6,2,Yes,8,7775.25,1,Retry,Recovered
C11391,2325.93,UPI,Technical Error,1,0,1,No,20,1762.77,0,No Action,Not Recovered
C11392,20025.45,Wallet,Bank Declined,14,2,12,No,24,23958.53,1,No Action,Not Recovered
C11393,4461.67,Card,Insufficient Funds,6,0,6,No,18,5006.88,3,No Action,Not Recovered
C11394,2986.31,Card,Temporary Failure,14,1,13,No,23,3990.87,1,No Action,Not Recovered
C11395,4636.87,UPI,Insufficient Funds,2,0,2,No,1,5868.6,2,No Action,Not Recovered
C11396,1361.51,UPI,Bank Declined,9,5,4,No,2,1585.12,3,No Action,Recovered
C11397,1838.6,NetBanking,Temporary Failure,12,3,9,No,5,1565.86,1,No Action,Not Recovered
C11398,10450.25,UPI,Temporary Failure,5,3,2,No,18,10413.21,3,No Action,Recovered
C11399,2365.0,Card,Insufficient Funds,2,1,1,No,16,3205.99,2,No Action,Not Recovered
C11400,1731.11,Wallet,Temporary Failure,19,10,9,No,10,1070.8,2,No Action,Not Recovered
C11401,6144.86,UPI,Bank Declined,7,1,6,No,29,7591.76,0,No Action,Not Recovered
C11402,10327.99,Card,Authentication Failure,7,4,3,No,35,8277.35,1,No Action,Not Recovered
C11403,7109.68,UPI,Technical Error,10,9,1,No,25,5318.14,3,No Action,Recovered
C11404,8874.06,Card,Bank Declined,17,2,15,No,24,6973.06,0,No Action,Recovered
C11405,2183.35,UPI,Bank Declined,14,4,10,Yes,13,1414.38,3,No Action,Recovered
C11406,1282.54,Card,Insufficient Funds,11,8,3,Yes,21,1787.33,0,Payment Link,Not Recovered
C11407,13294.64,UPI,Temporary Failure,20,6,14,No,34,17228.46,0,No Action,Not Recovered
C11408,3089.94,Card,Authentication Failure,6,2,4,No,19,3141.99,0,No Action,Not Recovered
C11409,3272.74,Card,Temporary Failure,8,2,6,Yes,28,3835.92,2,No Action,Not Recovered
C11410,11575.02,UPI,Temporary Failure,19,12,7,Yes,27,12099.09,2,No Action,Not Recovered
C11411,6241.86,Card,Technical Error,19,3,16,No,26,7797.73,2,No Action,Not Recovered
C11412,5760.39,UPI,Temporary Failure,17,13,4,Yes,11,7349.18,2,No Action,Recovered
C11413,22607.83,Card,Insufficient Funds,18,11,7,Yes,35,17775.01,3,No Action,Not Recovered
C11414,2390.45,UPI,Temporary Failure,12,10,2,No,20,2313.47,1,Retry,Not Recovered
C11415,8402.81,Card,Temporary Failure,9,1,8,No,12,9309.29,2,No Action,Not Recovered
C11416,4186.67,UPI,Temporary Failure,16,7,9,Yes,28,5789.13,1,No Action,Recovered
C11417,4958.82,UPI,Temporary Failure,18,18,0,Yes,2,5683.56,0,Retry,Not Recovered
C11418,13586.4,UPI,Bank Declined,16,12,4,Yes,1,17908.34,1,Reminder,Recovered
C11419,6004.82,Card,Technical Error,16,0,16,Yes,9,7667.49,2,No Action,Not Recovered
C11420,6152.95,UPI,Insufficient Funds,4,4,0,Yes,22,6556.89,3,No Action,Recovered
C11421,9433.81,NetBanking,Authentication Failure,7,4,3,No,27,12404.75,2,No Action,Not Recovered
C11422,2987.19,NetBanking,Temporary Failure,1,1,0,No,9,2694.26,3,No Action,Recovered
C11423,2044.04,UPI,Insufficient Funds,20,10,10,No,7,1846.64,2,No Action,Not Recovered
C11424,1734.03,Card,Temporary Failure,1,0,1,No,36,2123.79,0,No Action,Recovered
C11425,829.62,UPI,Bank Declined,8,1,7,No,2,587.07,3,No Action,Not Recovered
C11426,20723.33,UPI,Insufficient Funds,8,2,6,No,5,17504.17,0,Payment Link,Not Recovered
C11427,1654.88,Card,Bank Declined,10,9,1,Yes,17,1798.62,2,No Action,Not Recovered
C11428,3351.11,Card,Technical Error,1,0,1,No,35,3136.81,0,No Action,Not Recovered
C11429,3205.42,Card,Bank Declined,14,13,1,Yes,8,4335.58,1,Reminder,Not Recovered
C11430,5115.22,UPI,Bank Declined,14,12,2,Yes,3,6991.51,1,Reminder,Recovered
C11431,7682.03,UPI,Authentication Failure,10,2,8,No,3,7697.89,3,No Action,Not Recovered
C11432,7961.94,UPI,Temporary Failure,19,4,15,Yes,1,8210.75,1,No Action,Not Recovered
C11433,2508.87,Card,Insufficient Funds,16,8,8,No,24,2959.72,1,Payment Link,Not Recovered
C11434,3499.42,Card,Technical Error,9,7,2,Yes,30,3379.78,2,No Action,Recovered
C11435,5014.62,Card,Bank Declined,20,11,9,No,26,3771.39,2,No Action,Not Recovered
C11436,3278.35,UPI,Temporary Failure,16,15,1,No,3,3926.07,1,Retry,Recovered
C11437,14471.35,UPI,Insufficient Funds,20,18,2,Yes,13,17224.22,3,No Action,Recovered
C11438,5924.37,UPI,Insufficient Funds,8,0,8,Yes,36,4715.71,1,Payment Link,Not Recovered
C11439,7200.83,UPI,Insufficient Funds,7,5,2,Yes,12,9118.65,2,No Action,Not Recovered
C11440,6797.8,UPI,Temporary Failure,11,2,9,No,20,7415.85,0,No Action,Recovered
C11441,10227.43,NetBanking,Authentication Failure,6,0,6,No,8,8069.86,3,No Action,Not Recovered
C11442,4623.31,NetBanking,Technical Error,15,12,3,Yes,2,5185.65,3,No Action,Recovered
C11443,1417.41,Card,Insufficient Funds,19,8,11,No,11,1115.34,1,Payment Link,Not Recovered
C11444,5507.14,Card,Bank Declined,14,11,3,Yes,21,4472.82,0,Reminder,Recovered
C11445,2375.5,UPI,Authentication Failure,15,12,3,Yes,6,3036.86,3,No Action,Recovered
C11446,2620.59,NetBanking,Temporary Failure,6,2,4,No,19,3521.01,3,No Action,Not Recovered
C11447,6394.16,UPI,Temporary Failure,10,7,3,No,30,5150.54,2,No Action,Not Recovered
C11448,10771.68,Wallet,Bank Declined,14,5,9,No,36,14460.34,1,No Action,Not Recovered
C11449,4068.65,Card,Technical Error,16,2,14,No,20,3218.46,1,No Action,Not Recovered
C11450,5121.06,UPI,Temporary Failure,13,6,7,No,10,3553.06,3,No Action,Not Recovered
C11451,15612.41,Wallet,Authentication Failure,11,4,7,No,24,10094.66,0,No Action,Recovered
C11452,4849.6,UPI,Insufficient Funds,3,1,2,No,33,3849.08,0,Payment Link,Not Recovered
C11453,32061.02,Card,Insufficient Funds,8,7,1,Yes,29,29117.73,0,Payment Link,Not Recovered
C11454,6288.37,Card,Temporary Failure,3,0,3,No,30,8439.24,0,No Action,Recovered
C11455,977.93,UPI,Temporary Failure,2,2,0,No,36,776.21,1,Retry,Recovered
C11456,7307.99,UPI,Technical Error,14,12,2,Yes,6,6521.45,2,No Action,Recovered
C11457,5426.1,Card,Authentication Failure,20,10,10,No,14,6442.54,0,No Action,Not Recovered
C11458,11224.47,Card,Insufficient Funds,15,11,4,Yes,3,9447.18,0,Payment Link,Not Recovered
C11459,6854.05,UPI,Authentication Failure,3,0,3,No,24,7864.98,2,No Action,Not Recovered
C11460,3580.6,Wallet,Technical Error,1,1,0,No,19,3386.04,1,Retry,Recovered
C11461,1502.09,UPI,Insufficient Funds,15,12,3,Yes,34,1137.32,2,No Action,Not Recovered
C11462,3384.06,UPI,Bank Declined,20,13,7,Yes,9,4017.72,2,No Action,Not Recovered
C11463,2025.62,UPI,Insufficient Funds,2,0,2,No,30,1259.19,0,Payment Link,Not Recovered
C11464,2514.0,UPI,Bank Declined,18,3,15,Yes,32,2096.34,2,No Action,Not Recovered
C11465,6405.5,UPI,Temporary Failure,1,0,1,No,13,5668.52,2,No Action,Not Recovered
C11466,15214.03,Wallet,Bank Declined,9,6,3,Yes,18,14705.5,1,Reminder,Recovered
C11467,5485.08,UPI,Temporary Failure,3,1,2,No,22,6274.36,0,No Action,Not Recovered
C11468,1536.62,UPI,Technical Error,2,2,0,No,4,1486.72,0,Retry,Not Recovered
C11469,5708.62,UPI,Technical Error,4,1,3,No,23,6139.39,3,No Action,Not Recovered
C11470,10418.67,Card,Temporary Failure,16,9,7,No,7,11216.98,0,No Action,Not Recovered
C11471,2455.84,NetBanking,Insufficient Funds,1,0,1,Yes,11,2206.86,1,Payment Link,Recovered
C11472,3593.33,UPI,Insufficient Funds,9,4,5,Yes,34,4840.85,1,Payment Link,Not Recovered
C11473,4047.28,UPI,Bank Declined,8,7,1,No,5,5523.25,1,Reminder,Not Recovered
C11474,2134.81,UPI,Temporary Failure,6,1,5,No,25,2274.6,3,No Action,Not Recovered
C11475,6718.86,UPI,Bank Declined,20,7,13,Yes,28,4416.66,3,No Action,Not Recovered
C11476,3631.1,UPI,Temporary Failure,18,13,5,No,14,3605.33,1,Retry,Not Recovered
C11477,5595.26,UPI,Temporary Failure,16,8,8,No,27,4182.66,0,No Action,Recovered
C11478,1966.59,UPI,Temporary Failure,8,5,3,Yes,16,1940.18,3,No Action,Recovered
C11479,2818.85,Card,Temporary Failure,4,0,4,Yes,27,2116.35,0,No Action,Not Recovered
C11480,7129.2,UPI,Technical Error,3,1,2,No,2,8291.86,3,No Action,Not Recovered
C11481,2968.41,Wallet,Authentication Failure,15,3,12,No,19,1972.04,2,No Action,Not Recovered
C11482,15924.61,Wallet,Insufficient Funds,6,2,4,No,23,21699.56,1,Payment Link,Recovered
C11483,2905.44,Card,Bank Declined,1,1,0,No,14,2197.39,2,No Action,Recovered
C11484,4787.66,UPI,Temporary Failure,18,13,5,No,26,5402.99,1,Retry,Recovered
C11485,8434.81,UPI,Bank Declined,11,4,7,Yes,8,11248.41,2,No Action,Recovered
C11486,1286.08,UPI,Temporary Failure,3,3,0,No,27,1026.69,0,Retry,Recovered
C11487,977.9,Card,Bank Declined,13,4,9,No,28,1317.66,0,No Action,Not Recovered
C11488,1180.3,Card,Authentication Failure,17,14,3,Yes,4,1075.18,1,Reminder,Recovered
C11489,10983.14,NetBanking,Temporary Failure,18,8,10,No,11,15029.6,0,No Action,Recovered
C11490,2572.32,Wallet,Technical Error,14,6,8,No,24,3542.32,1,No Action,Not Recovered
C11491,30964.88,UPI,Temporary Failure,7,4,3,Yes,28,23238.03,2,No Action,Recovered
C11492,2546.95,Card,Insufficient Funds,7,4,3,No,18,3221.56,1,Payment Link,Not Recovered
C11493,4636.39,UPI,Temporary Failure,14,6,8,No,21,3499.25,3,No Action,Not Recovered
C11494,13735.48,UPI,Insufficient Funds,15,7,8,Yes,26,10729.5,2,No Action,Not Recovered
C11495,19908.94,UPI,Temporary Failure,12,11,1,Yes,3,13285.26,2,No Action,Recovered
C11496,20811.32,UPI,Insufficient Funds,12,3,9,No,13,15092.98,1,Payment Link,Not Recovered
C11497,10516.94,NetBanking,Insufficient Funds,8,5,3,No,28,11629.37,3,No Action,Not Recovered
C11498,9075.19,UPI,Insufficient Funds,16,4,12,No,14,8706.76,3,No Action,Not Recovered
C11499,6425.77,Card,Bank Declined,9,0,9,No,1,7921.4,0,No Action,Not Recovered
C11500,7455.73,Card,Authentication Failure,2,2,0,No,28,6453.66,2,No Action,Not Recovered
C11501,2573.7,Card,Insufficient Funds,14,13,1,Yes,36,3538.58,0,Payment Link,Recovered
C11502,2078.68,UPI,Temporary Failure,16,8,8,No,11,1330.14,2,No Action,Not Recovered
C11503,3989.22,NetBanking,Temporary Failure,5,1,4,No,4,2594.38,2,No Action,Not Recovered
C11504,3490.85,Card,Authentication Failure,5,5,0,Yes,34,4053.23,2,No Action,Recovered
C11505,2783.51,UPI,Bank Declined,20,14,6,Yes,1,3646.48,2,No Action,Recovered
C11506,6982.48,UPI,Insufficient Funds,18,15,3,No,10,8633.14,1,Payment Link,Recovered
C11507,8589.48,Card,Temporary Failure,18,7,11,Yes,17,8519.51,3,No Action,Recovered
C11508,4293.15,NetBanking,Insufficient Funds,5,2,3,No,7,3501.98,2,No Action,Recovered
C11509,13043.87,Card,Temporary Failure,11,4,7,No,13,7966.69,0,No Action,Recovered
C11510,1604.71,NetBanking,Authentication Failure,13,13,0,Yes,22,1616.84,0,Reminder,Recovered
C11511,3425.91,Card,Authentication Failure,3,2,1,No,1,3359.14,1,Reminder,Not Recovered
C11512,2254.29,UPI,Temporary Failure,17,3,14,No,28,1973.4,3,No Action,Not Recovered
C11513,898.58,UPI,Bank Declined,18,0,18,No,33,954.7,2,No Action,Not Recovered
C11514,3743.98,UPI,Temporary Failure,14,3,11,No,13,4429.32,1,No Action,Not Recovered
C11515,3628.78,Card,Insufficient Funds,12,6,6,No,1,4211.96,0,Payment Link,Not Recovered
C11516,13424.13,NetBanking,Authentication Failure,14,11,3,Yes,25,10881.63,3,No Action,Not Recovered
C11517,6625.62,UPI,Bank Declined,18,6,12,No,21,7077.77,2,No Action,Recovered
C11518,1762.87,Card,Insufficient Funds,20,9,11,No,33,1267.54,3,No Action,Not Recovered
C11519,17629.41,UPI,Temporary Failure,2,1,1,No,34,12292.66,0,No Action,Not Recovered
C11520,10624.06,UPI,Technical Error,7,3,4,No,3,13053.62,1,No Action,Not Recovered
C11521,6372.38,UPI,Bank Declined,15,11,4,Yes,30,7360.08,1,Reminder,Recovered
C11522,3337.12,UPI,Insufficient Funds,10,5,5,Yes,3,4052.41,0,Payment Link,Not Recovered
C11523,1856.59,UPI,Temporary Failure,15,12,3,Yes,18,1340.4,2,No Action,Recovered
C11524,2969.9,UPI,Insufficient Funds,17,0,17,No,23,3955.0,2,No Action,Not Recovered
C11525,9557.19,UPI,Authentication Failure,11,7,4,Yes,8,6752.05,3,No Action,Not Recovered
C11526,18064.77,UPI,Bank Declined,2,2,0,Yes,9,23412.48,0,Reminder,Recovered
C11527,13747.94,Card,Insufficient Funds,18,15,3,Yes,2,12124.36,0,Payment Link,Not Recovered
C11528,2705.31,UPI,Bank Declined,4,4,0,Yes,2,1851.37,2,No Action,Recovered
C11529,1633.3,Wallet,Technical Error,9,9,0,Yes,27,1354.68,0,Retry,Recovered
C11530,4477.22,UPI,Insufficient Funds,17,6,11,No,36,3336.24,1,Payment Link,Not Recovered
C11531,971.94,UPI,Temporary Failure,17,2,15,No,5,964.69,2,No Action,Not Recovered
C11532,5180.12,UPI,Bank Declined,17,1,16,No,1,7043.91,2,No Action,Not Recovered
C11533,3554.49,UPI,Bank Declined,16,1,15,No,22,3065.03,1,No Action,Not Recovered
C11534,2755.13,NetBanking,Technical Error,20,19,1,Yes,10,3002.21,0,Retry,Recovered
C11535,1116.87,UPI,Authentication Failure,8,6,2,Yes,24,1466.87,2,No Action,Not Recovered
C11536,6032.58,Wallet,Insufficient Funds,15,13,2,Yes,15,6660.33,2,No Action,Recovered
C11537,2612.05,NetBanking,Temporary Failure,1,1,0,No,33,2324.1,2,No Action,Not Recovered
C11538,1568.88,Card,Authentication Failure,19,19,0,Yes,23,2184.93,0,Reminder,Recovered
C11539,401.91,Card,Insufficient Funds,15,8,7,No,14,301.4,2,No Action,Not Recovered
C11540,3912.91,Card,Bank Declined,9,1,8,No,18,3985.71,0,No Action,Not Recovered
C11541,16512.14,UPI,Bank Declined,5,5,0,Yes,25,20431.53,3,No Action,Recovered
C11542,15109.17,Card,Bank Declined,16,5,11,No,22,9073.35,1,No Action,Not Recovered
C11543,2774.91,UPI,Temporary Failure,13,9,4,No,7,3223.43,0,Reminder,Recovered
C11544,2470.76,UPI,Technical Error,16,9,7,No,26,2009.22,0,No Action,Recovered
C11545,5820.08,Card,Technical Error,11,11,0,Yes,24,4282.31,1,Retry,Recovered
C11546,1799.64,Card,Bank Declined,13,8,5,Yes,13,1474.55,0,Reminder,Not Recovered
C11547,5092.29,NetBanking,Insufficient Funds,6,0,6,No,6,6994.02,1,Payment Link,Not Recovered
C11548,7382.84,UPI,Temporary Failure,20,8,12,Yes,21,9697.72,3,No Action,Not Recovered
C11549,10674.32,NetBanking,Temporary Failure,17,2,15,No,7,8229.94,2,No Action,Not Recovered
C11550,3692.01,UPI,Insufficient Funds,5,3,2,No,18,2560.86,1,Payment Link,Not Recovered
C11551,3398.57,UPI,Insufficient Funds,17,10,7,No,15,3029.22,1,Payment Link,Not Recovered
C11552,1981.61,UPI,Authentication Failure,1,1,0,No,8,2127.99,2,No Action,Not Recovered
C11553,2064.3,UPI,Technical Error,5,0,5,No,16,2670.62,2,No Action,Not Recovered
C11554,3337.13,UPI,Bank Declined,5,2,3,No,3,4581.45,0,No Action,Not Recovered
C11555,5366.56,Card,Bank Declined,7,1,6,No,9,6444.82,0,No Action,Not Recovered
C11556,8307.53,NetBanking,Temporary Failure,16,4,12,No,26,8965.53,0,No Action,Not Recovered
C11557,2103.81,UPI,Authentication Failure,18,8,10,Yes,26,1501.84,2,No Action,Not Recovered
C11558,13203.02,Card,Insufficient Funds,6,0,6,Yes,30,8703.73,2,No Action,Not Recovered
C11559,3220.05,NetBanking,Temporary Failure,2,2,0,No,27,3467.42,2,No Action,Not Recovered
C11560,3932.21,Card,Insufficient Funds,13,7,6,No,16,4055.1,0,Payment Link,Not Recovered
C11561,2200.15,Card,Authentication Failure,10,3,7,No,4,2809.31,2,No Action,Not Recovered
C11562,575.17,UPI,Authentication Failure,20,6,14,No,19,493.54,2,No Action,Recovered
C11563,8113.51,NetBanking,Temporary Failure,11,5,6,No,34,5125.73,3,No Action,Not Recovered
C11564,7212.17,Card,Authentication Failure,2,2,0,No,6,6771.99,1,Reminder,Not Recovered
C11565,3193.87,UPI,Temporary Failure,8,5,3,Yes,15,4392.68,1,Reminder,Recovered
C11566,4220.22,UPI,Temporary Failure,19,6,13,No,10,5218.13,2,No Action,Not Recovered
C11567,6043.88,NetBanking,Technical Error,20,19,1,Yes,36,3789.62,0,Retry,Recovered
C11568,1145.98,UPI,Authentication Failure,17,2,15,Yes,6,1489.48,3,No Action,Not Recovered
C11569,2619.68,Wallet,Bank Declined,16,12,4,No,6,2560.35,3,No Action,Not Recovered
C11570,7551.2,UPI,Bank Declined,10,1,9,Yes,15,6734.27,1,No Action,Not Recovered
C11571,1466.48,NetBanking,Technical Error,5,2,3,No,29,1286.68,3,No Action,Not Recovered
C11572,5058.86,UPI,Technical Error,14,12,2,Yes,25,5443.92,3,No Action,Recovered
C11573,1351.25,Card,Authentication Failure,19,8,11,No,19,1384.33,3,No Action,Not Recovered
C11574,5809.17,NetBanking,Bank Declined,4,2,2,No,14,6537.07,2,No Action,Not Recovered
C11575,3887.56,UPI,Authentication Failure,20,17,3,Yes,3,4116.59,1,Reminder,Recovered
C11576,1098.77,Card,Authentication Failure,16,4,12,No,14,785.79,1,No Action,Not Recovered
C11577,10156.22,UPI,Temporary Failure,15,9,6,No,21,8183.77,0,Reminder,Recovered
C11578,2222.47,UPI,Technical Error,9,4,5,No,11,2828.81,2,No Action,Not Recovered
C11579,2091.94,UPI,Insufficient Funds,3,0,3,Yes,10,2365.16,3,No Action,Recovered
C11580,4696.18,Card,Insufficient Funds,9,2,7,No,15,4502.32,2,No Action,Not Recovered
C11581,10026.23,UPI,Bank Declined,18,6,12,No,30,7480.38,3,No Action,Not Recovered
C11582,1774.71,UPI,Temporary Failure,4,0,4,No,17,1075.75,3,No Action,Not Recovered
C11583,4202.33,UPI,Bank Declined,19,4,15,No,29,3569.92,0,No Action,Not Recovered
